case_id,item_code,unit_id,level,level_num,condition,model,model_display,status,natural_label,natural_support,probe_label,probe_support,natural_sufficiency,explicit_sufficiency,natural_evidence_bridge_status,explicit_bridge,natural_confidence,stimulus_chars,stimulus_sha256,natural_margin_1_9,natural_margin_1_9_exact_available,natural_margin_1_9_censor_type,probe_margin_1_9,probe_margin_1_9_exact_available,probe_margin_1_9_censor_type,natural_probe_label_match,natural_candidate_coverage_count,natural_candidate_coverage_complete,probe_candidate_coverage_count,probe_candidate_coverage_complete
CASE_015,E1,UNIT_005,B1,1,placebo,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,corroborated,1,0.9,671,ec8d73617e4513d6e1cc22cdfc07758f7e303144a1f5e3d02730a5dbad51eff7,11.9653925627193,True,,23.297823,True,,True,3,True,3,True
CASE_015,E1,UNIT_005,B2,2,weak-link,deepseek,DeepSeek,ok,1,1,1,1,borderline,0,weak,0,0.8,681,d1886a1544a1aecdaa8e95a4054a043114afe76a36095f552b1497f3b20f748e,3.723422484,True,,14.1546747847445,True,,True,3,True,3,True
CASE_015,E1,UNIT_005,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.95,627,8afc2759b458e11235b26041517bc8210f8684b574a1c68826b7e893f321c711,20.342087,True,,37.185818,True,,True,3,True,3,True
CASE_015,E1,UNIT_005,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,corroborated,1,0.95,670,4e3bd8cf14d2b52ce187d7fcd49c5196a9a9f719f7eaaa046b0d095631cc8ac9,26.919752,True,,38.719357,True,,True,3,True,3,True
CASE_018,A2,UNIT_006,B0,0,no-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.9,650,7802274ff83f74497fc1828b2be5cd60d28810b02fb31e5d409f8b13af28357a,4.28744721,True,,5.20996642,True,,True,3,True,3,True
CASE_018,A2,UNIT_006,B1,1,placebo,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.9,691,6b9175d4b7a54e05f19ed5fb76007ef5d4bd352a4cc0183e96a6944c1e296380,-0.8494405,True,,6.357051261,True,,True,3,True,3,True
CASE_018,A2,UNIT_006,B2,2,weak-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.8,699,f17077ccadf9421c1aa4c8b74bfc23123fbcd6288a92199d51c1af6cf2692bfd,-15.330653523699999,True,,-11.7183743065,True,,True,3,True,3,True
CASE_018,A2,UNIT_006,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.95,679,57ee67f219753b9cadfc99090236e4fc835d4354ac8610429d632d906f451800,25.029593,True,,32.019154,True,,True,3,True,3,True
CASE_018,A2,UNIT_006,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,corroborated,1,1.0,718,ef0bcbd3e12d105c40f5145fedffb31d5bbf9ee093add8c63a0e63947c70c47d,22.677319,True,,31.598654,True,,True,3,True,3,True
CASE_018,A4,UNIT_007,B0,0,no-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.9,649,883809b30a55c0f9b5130dc88d84a5894077e0735e40ed29cdb007825063737d,-28.1883636423722,True,,-21.51154627793,True,,True,3,True,3,True
CASE_018,A4,UNIT_007,B1,1,placebo,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.9,686,f11eae1a1c61e6d527a7b54fc8e01ab1d72a5028dc3e95e9f70263d73a6527b8,-25.4797364237277,True,,-23.748909301,True,,True,3,True,3,True
CASE_018,A4,UNIT_007,B2,2,weak-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.9,664,6ab89167cf295b115d02928e9804e1a1eda30576f720fbc8d366d140a89595f3,-25.7787439734441,True,,-19.775445975999997,True,,True,3,True,3,True
CASE_018,A4,UNIT_007,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.95,663,b5032ebd1acdacf94a914ab4821fb9f304cf266a52add03c13ff41a12b4b1cf7,23.351854,True,,30.88441,True,,True,3,True,3,True
CASE_018,A4,UNIT_007,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,corroborated,1,0.95,674,c5f0d50a1106d6c14dd8504b25820b9f293a8a7c1c980cf47d9bb935f9f36061,18.718138,True,,30.453585,True,,True,3,True,3,True
CASE_018,E1,UNIT_008,B0,0,no-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.8,662,448a5e2c2e1595e9016f975a2963adcfae2b52be1f1770125052abe90cdf07d4,6.068246317,True,,10.136245304096,True,,True,3,True,3,True
CASE_018,E1,UNIT_008,B1,1,placebo,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.8,703,36b400c32af607b8116787dbbfcce341362f4fdf44cc6e930961fbe9b414f364,4.319577779,True,,10.864051377006,True,,True,3,True,3,True
CASE_018,E1,UNIT_008,B2,2,weak-link,deepseek,DeepSeek,ok,1,1,1,1,borderline,0,weak,0,0.8,713,c70baf3b0fc2cf8a4480ba640b43cad7244ed8041da0d51aabef9d0612b96171,1.54679438,True,,4.353441633,True,,True,3,True,3,True
CASE_018,E1,UNIT_008,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,1.0,658,7eb817c16f07f1550cfd54b4bfa48af608046a974a41c348065a59fa1d8031aa,24.093302,True,,37.920315,True,,True,3,True,3,True
CASE_018,E1,UNIT_008,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,corroborated,1,1.0,701,42918b5180c69907b5c70e07df6f758641bafebf8ac3779db250a0673e3a59d2,27.388443,True,,39.189014,True,,True,3,True,3,True
CASE_035,A1,UNIT_009,B0,0,no-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.8,641,eef96dccf4b33ea2598ebfdadd7b3f6c3b141756c9af341083030ed4e0163001,-16.309094655384,True,,-11.225237648649,True,,True,3,True,3,True
CASE_035,A1,UNIT_009,B1,1,placebo,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.8,678,78e9af9c62b52c8372cab27d9074adb8f56880188d99a5eaf03b24d618bc57ba,-13.767046377399,True,,-10.44573179415,True,,True,3,True,3,True
CASE_035,A1,UNIT_009,B2,2,weak-link,deepseek,DeepSeek,ok,9,0,1,1,insufficient,0,none,0,0.8,654,34ce47c62f79063da13b827127b347f38d607f479892d478ef17974b2fb3e1de,-2.48478479,True,,1.3781683599999999,True,,False,3,True,3,True
CASE_035,A1,UNIT_009,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.9,668,b4dac7a5c7da81fe76788bbd4a9f4dab23f7bb5d19c82aa0333bddb9e18769eb,11.957375562719301,True,,20.573076,True,,True,3,True,3,True
CASE_035,A1,UNIT_009,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,corroborated,1,0.9,674,e005866a64f0f85ae9c392704a4cdcac8b090c6b23db5518635c11ec8cf462c8,12.228389112431,True,,15.57936588079072,True,,True,3,True,3,True
CASE_035,E2,UNIT_010,B0,0,no-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.7,632,45a88752db1434224f7d871b0acc8dc3486f5d260ffad908e834923ebe830b1e,-7.1734619368,True,,-0.98853513,True,,True,3,True,3,True
CASE_035,E2,UNIT_010,B1,1,placebo,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.8,673,c911d199e23bec275ab92e010bf8134602432c8f1eee710cee662131ac5c9842,-5.858241453700001,True,,1.16335737,True,,True,3,True,3,True
CASE_035,E2,UNIT_010,B2,2,weak-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.8,688,226967262edf43d0e37aa3482da0c3099e1608165eb248d36f87208e2ce4c621,-7.21023581494,True,,1.0391835200000001,True,,True,3,True,3,True
CASE_035,E2,UNIT_010,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.95,659,abc110b83c6fbf27ef182b50bdb5390a9545d69f051cee0a36f43b8a77543dd1,19.697811,True,,29.686728,True,,True,3,True,3,True
CASE_035,E2,UNIT_010,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,corroborated,1,1.0,704,8c5a7a5d9c7dd1c0ab5c4eabdb540750b3f18f88f672e1dc0a099b8ed766f667,22.95754,True,,31.638142,True,,True,3,True,3,True
CASE_081,A1,UNIT_016,B0,0,no-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.9,629,a4654f10d94241603ab73bd4f182060b1b24a220c2cbb430049b3472d8738d19,-17.855878927117,True,,-17.6863369666765,True,,True,3,True,3,True
CASE_081,A1,UNIT_016,B1,1,placebo,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.9,666,2bfe4007bfab3e90e5145e46f9b0db13f80e7d719363db2184581c11f4e34247,-20.52044976158145,True,,-17.124515184938,True,,True,3,True,3,True
CASE_081,A1,UNIT_016,B2,2,weak-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.8,649,f1d0bb61056959e5d0a2181c2576d3bc8114f281b19cd9c4c8f2e3acd9f339d7,-7.71513811684,True,,-9.88014245692,True,,True,3,True,3,True
CASE_081,A1,UNIT_016,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.95,647,331817b2325f7064d68332c7af413eb1c93750fe7ca11fbec9c0565ed9ae2ee1,14.770496642372201,True,,20.500374,True,,True,3,True,3,True
CASE_081,A1,UNIT_016,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,corroborated,1,0.9,669,fe2c0443bbff968820e2bc155b1bf243f56ee7fdda8001c54a9671af80e04902,16.28781488079072,True,,23.572464,True,,True,3,True,3,True
CASE_081,A2,UNIT_017,B0,0,no-link,deepseek,DeepSeek,ok,9,0,0,0,insufficient,0,none,0,0.8,662,593f59de058ff6088a1fedaa97b4ad59369722d7e0e34f7d9a12e38072a7d35d,-4.892278527,True,,-10.536243657999998,True,,False,3,True,3,True
CASE_081,A2,UNIT_017,B1,1,placebo,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.7,703,6a0a9e24ebcfe952e3b1bd65964b911537e45a93b6bc6ec29fd456f104769eb1,-3.660262067,True,,-8.732627011,True,,True,3,True,3,True
CASE_081,A2,UNIT_017,B2,2,weak-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.7,711,011526f569ee07bf40076fadca44311828da92e1193c9a6104e684601f929ddc,-13.76261051587,True,,-11.210278529242,True,,True,3,True,3,True
CASE_081,A2,UNIT_017,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.95,678,86a111d11a73638406c0ff4b7221de3652e51a5afe0119bb721caba9c241451b,20.640635,True,,35.74119,True,,True,3,True,3,True
CASE_081,A2,UNIT_017,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,1.0,717,03c3acdd6568b730b40ea2665f2e73382e6497f31892ae8a386f29aa56dbd028,25.164507,True,,32.78099,True,,True,3,True,3,True
CASE_081,E2,UNIT_018,B0,0,no-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.8,626,15657aa7c6b149ef3ea535be7e3700942193fc02eb8fb06a9892674ecbd18643,-9.8440015507,True,,-3.371462135,True,,True,3,True,3,True
CASE_081,E2,UNIT_018,B1,1,placebo,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.8,667,2b241fd52da5248822b483ee0e54019e5cf5f2ab873f67745aa5ecace7647384,-6.3022398608,True,,-2.622768036,True,,True,3,True,3,True
CASE_081,E2,UNIT_018,B2,2,weak-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.8,682,844290147ddddb01bc5e4e43e9755e749960d73a9db04247b37b90d78631ca98,-6.9788199268,True,,-4.137775026,True,,True,3,True,3,True
CASE_081,E2,UNIT_018,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.9,643,7d73e72fcc0e4905186fd18598eec0cfdd9e5ee6482103d8b9c2e89c65e7c8b1,11.797077013009,True,,30.066032,True,,True,3,True,3,True
CASE_081,E2,UNIT_018,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,corroborated,1,0.95,688,ea2b0fecebdd6d91c5d6e7f02852fc9c6b37ec707a8eee50aff5b9b62515c7b5,17.693771,True,,23.5847,True,,True,3,True,3,True
CASE_081,F1,UNIT_019,B0,0,no-link,deepseek,DeepSeek,ok,9,0,1,1,insufficient,0,weak,0,0.7,642,dfc7243e7facb8a7419e49b6c4113a87061a142524b86d41fc194a0fc11273a2,-3.8296237680000003,True,,-0.43786188000000004,True,,False,3,True,3,True
CASE_081,F1,UNIT_019,B1,1,placebo,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.7,679,591f93f9e69319a432f9d390561774a9223dc2896c42c94ab104f271672c0bfa,-1.0902132199999999,True,,-1.0466331,True,,True,3,True,3,True
CASE_081,F1,UNIT_019,B2,2,weak-link,deepseek,DeepSeek,ok,1,1,1,1,borderline,0,weak,0,0.8,641,736d8af5be1e4281729aebd27c6a9a2e306daebd73b8ac38b77dc932e69e53bf,5.685822803,True,,13.9398851655353,True,,True,3,True,3,True
CASE_081,F1,UNIT_019,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.9,662,ccf0c36e83f60b4d9463e06e08fe02f1af720d0cc7de3806f6333c93eb8b0684,17.513695,True,,28.060106,True,,True,3,True,3,True
CASE_081,F1,UNIT_019,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,corroborated,1,0.95,670,9dfd12cad75e66b01cb043a9526cfdd7e83feae41a754ce8ae1540d9cf9e0522,19.597239,True,,30.58785,True,,True,3,True,3,True
CASE_110,A1,UNIT_021,B0,0,no-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.9,616,0d74cbd7067ddbc540585bd0c9122e8c085444d5a2586c36adef895e2e47bbd3,-20.5554912847445,True,,-19.087128,True,,True,3,True,3,True
CASE_110,A1,UNIT_021,B1,1,placebo,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.9,653,52db15ec50349e412ab660ffbfb464fff9727651631d837eb9de1857327a8f94,-15.0497433508486,True,,-21.377531,True,,True,3,True,3,True
CASE_110,A1,UNIT_021,B2,2,weak-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.7,642,87899f98c9392c77f8bc609d5e595cff3cab38af20805ce809304d77ec67a4c3,-3.53849148,True,,-1.3344574599999999,True,,True,3,True,3,True
CASE_110,A1,UNIT_021,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.9,653,69a375f185879135f66df2a1e6df2de05ef512ee9050e46688ad37a212dcbb71,14.757793642372201,True,,25.378048,True,,True,3,True,3,True
CASE_110,A1,UNIT_021,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.95,658,f080278f8d0b18ca31fdafcc00a04b9dfdef5539c2610917751c06e2b90ea931,15.17487676158145,True,,21.530638,True,,True,3,True,3,True
CASE_110,A3,UNIT_022,B0,0,no-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.9,625,5bbb30b96a629447e2815f03bc2f48f12fc853be3ecf23b7df385db1fbe59604,-20.411754339749997,True,,-15.396793650000001,True,,True,3,True,3,True
CASE_110,A3,UNIT_022,B1,1,placebo,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.9,666,d1e4b0c1ae86562bfb29395ff1971997d308ee3deab1c75a8a0e581496f731de,-18.00704434928,True,,-14.509424464,True,,True,3,True,3,True
CASE_110,A3,UNIT_022,B2,2,weak-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.9,674,e4ad62cfaf4d36f11a5a49eca67341af97d4ffdb55c4ee54d644b362c760ade8,-21.141967854235002,True,,-22.9226411655353,True,,True,3,True,3,True
CASE_110,A3,UNIT_022,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.9,635,a07bcddc45472d39bc18d722f5181a5b0dbe5aa7e6be11d898678c1c2f7c02ee,1.5381077399999998,True,,0.25906156999999996,True,,True,3,True,3,True
CASE_110,A3,UNIT_022,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,corroborated,1,0.9,672,b37fdc5178846c66b8fec54e4bfa2e9ff4a389d80d10d54a31f050b288b4d9be,5.258941667699999,True,,6.98831857,True,,True,3,True,3,True
CASE_110,E1,UNIT_023,B0,0,no-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.9,612,bbf0f9f1c7f2c658f6c0acb72f853640623571d6ba77319af0a014bef2079e1a,2.775911694,True,,10.63082608557,True,,True,3,True,3,True
CASE_110,E1,UNIT_023,B1,1,placebo,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.9,653,230ccb9e789202be703e1787fa3edefe52599bd44031a318883045c374708807,4.626830179000001,True,,6.3092314983,True,,True,3,True,3,True
CASE_110,E1,UNIT_023,B2,2,weak-link,deepseek,DeepSeek,ok,9,0,1,1,insufficient,0,none,0,0.6,663,6e936728d2fafac28537647f9eeecb90aafd54c1d906023997f8ce771c7402ba,-0.49805777,True,,6.9907325690999995,True,,False,3,True,3,True
CASE_110,E1,UNIT_023,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,1.0,643,45621b6c2483d5a91c62d07710b3da2a80bd2ecffb4163dc3a9fca82221b9709,26.863377,True,,37.6556,True,,True,3,True,3,True
CASE_110,E1,UNIT_023,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,corroborated,1,1.0,686,956cc60418db91fcf5a32ffd6a1c20d6e70579e1777e9e491e02e6414deb4589,29.077084,True,,41.25296,True,,True,3,True,3,True
CASE_116,A1,UNIT_024,B0,0,no-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.8,629,14c9786ebcc4ede05f296838ebf3bf0ec5bfd047da1bde7ea0f6d12fcbe12f00,-13.0029841389811,True,,-14.159552284744501,True,,True,3,True,3,True
CASE_116,A1,UNIT_024,B1,1,placebo,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.8,666,ea56fda81e015d9ba388c3290ff72d908d4506f6333f65418913c488f3e502ac,-9.28847225947,True,,-12.4182349468923,True,,True,3,True,3,True
CASE_116,A1,UNIT_024,B2,2,weak-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,weak,0,0.8,660,96b1d8015110c79083fc9a69f4e9114653e881eb5c822b2d39ee72d634aabfd8,6.5309309512,True,,12.8078082581902,True,,True,3,True,3,True
CASE_116,A1,UNIT_024,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.95,690,61e9180fe13261c97dc4f128bf560fe54b8ed00fe7ab639fe12a0b50e713c76a,15.43338876158145,True,,21.131445,True,,True,3,True,3,True
CASE_116,A1,UNIT_024,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.9,736,4c4bc4617d2fc621310797d369ed6c7478aab71968a2c0eb782278fdb2551256,13.80318804632614,True,,20.764154,True,,True,3,True,3,True
CASE_116,C4,UNIT_025,B0,0,no-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.7,640,6d8d5e550ada3d005f80a21efea5f49b3b90cf1f73d1b39b35a950abedaf0b13,-11.402310546,True,,-10.2338304149,True,,True,3,True,3,True
CASE_116,C4,UNIT_025,B1,1,placebo,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.8,677,2d5b028fbf2c2601b8405ff7b923528d39859abcdd48cfbfe4dfe6c8a001d72c,-4.750856757999999,True,,-9.451637134,True,,True,3,True,3,True
CASE_116,C4,UNIT_025,B2,2,weak-link,deepseek,DeepSeek,ok,9,0,0,0,insufficient,0,weak,0,0.6,648,e6e269759e20514532a7ae5728ffac2e0e0ab908fe0d88917a1ac7180813d845,-7.326818224,True,,-6.053853999999999,True,,False,3,True,3,True
CASE_116,C4,UNIT_025,B3,3,explicit-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,explicit,1,0.9,657,feb201a3bc4fb54b8ce49d19c6645e204b60f31b7f3e810e865656f79f110267,8.40510283335,True,,14.480547523162961,True,,True,3,True,3,True
CASE_116,C4,UNIT_025,B4,4,corroborated-link,deepseek,DeepSeek,ok,1,1,1,1,sufficient,1,corroborated,1,0.9,665,da9d851c19389676fd7ea72302051242c1ef9af6d14a5f4e4d08b21c9e0c6f9e,8.28271024897,True,,14.2265211655353,True,,True,3,True,3,True
CASE_116,E2,UNIT_026,B0,0,no-link,deepseek,DeepSeek,ok,9,0,9,0,insufficient,0,none,0,0.8,637,f2f1b37f03c3837e875cfaac87549aeda6536f692b284f616ce884b287b45c82,-2.55612522,True,,-2.03613838,True,,True,3,True,3,True
